,title,summary
62,AutoWebGLM: Bootstrap And Reinforce A Large Language Model-based Web Navigating Agent,"Large language models (LLMs) have fueled many intelligent agent tasks, such
as web navigation -- but most existing agents perform far from satisfying in
real-world webpages due to three factors: (1) the versatility of actions on
webpages, (2) HTML text exceeding model processing capacity, and (3) the
complexity of decision-making due to the open-domain nature of web. In light of
the challenge, we develop AutoWebGLM, a GPT-4-outperforming automated web
navigation agent built upon ChatGLM3-6B. Inspired by human browsing patterns,
we design an HTML simplification algorithm to represent webpages, preserving
vital information succinctly. We employ a hybrid human-AI method to build web
browsing data for curriculum training. Then, we bootstrap the model by
reinforcement learning and rejection sampling to further facilitate webpage
comprehension, browser operations, and efficient task decomposition by itself.
For testing, we establish a bilingual benchmark -- AutoWebBench -- for
real-world web browsing tasks. We evaluate AutoWebGLM across diverse web
navigation benchmarks, revealing its improvements but also underlying
challenges to tackle real environments. Related code, model, and data will be
released at \url{https://github.com/THUDM/AutoWebGLM}."
63,"Capabilities of Large Language Models in Control Engineering: A Benchmark Study on GPT-4, Claude 3 Opus, and Gemini 1.0 Ultra","In this paper, we explore the capabilities of state-of-the-art large language
models (LLMs) such as GPT-4, Claude 3 Opus, and Gemini 1.0 Ultra in solving
undergraduate-level control problems. Controls provides an interesting case
study for LLM reasoning due to its combination of mathematical theory and
engineering design. We introduce ControlBench, a benchmark dataset tailored to
reflect the breadth, depth, and complexity of classical control design. We use
this dataset to study and evaluate the problem-solving abilities of these LLMs
in the context of control engineering. We present evaluations conducted by a
panel of human experts, providing insights into the accuracy, reasoning, and
explanatory prowess of LLMs in control engineering. Our analysis reveals the
strengths and limitations of each LLM in the context of classical control, and
our results imply that Claude 3 Opus has become the state-of-the-art LLM for
solving undergraduate control problems. Our study serves as an initial step
towards the broader goal of employing artificial general intelligence in
control engineering."
64,Direct Nash Optimization: Teaching Language Models to Self-Improve with General Preferences,"This paper studies post-training large language models (LLMs) using
preference feedback from a powerful oracle to help a model iteratively improve
over itself. The typical approach for post-training LLMs involves Reinforcement
Learning from Human Feedback (RLHF), which traditionally separates reward
learning and subsequent policy optimization. However, such a reward
maximization approach is limited by the nature of ""point-wise"" rewards (such as
Bradley-Terry model), which fails to express complex intransitive or cyclic
preference relations. While advances on RLHF show reward learning and policy
optimization can be merged into a single contrastive objective for stability,
they yet still remain tethered to the reward maximization framework. Recently,
a new wave of research sidesteps the reward maximization presumptions in favor
of directly optimizing over ""pair-wise"" or general preferences. In this paper,
we introduce Direct Nash Optimization (DNO), a provable and scalable algorithm
that marries the simplicity and stability of contrastive learning with
theoretical generality from optimizing general preferences. Because DNO is a
batched on-policy algorithm using a regression-based objective, its
implementation is straightforward and efficient. Moreover, DNO enjoys monotonic
improvement across iterations that help it improve even over a strong teacher
(such as GPT-4). In our experiments, a resulting 7B parameter Orca-2.5 model
aligned by DNO achieves the state-of-the-art win-rate against GPT-4-Turbo of
33% on AlpacaEval 2.0 (even after controlling for response length), an absolute
gain of 26% (7% to 33%) over the initializing model. It outperforms models with
far more parameters, including Mistral Large, Self-Rewarding LM (70B
parameters), and older versions of GPT-4."
65,WorDepth: Variational Language Prior for Monocular Depth Estimation,"Three-dimensional (3D) reconstruction from a single image is an ill-posed
problem with inherent ambiguities, i.e. scale. Predicting a 3D scene from text
description(s) is similarly ill-posed, i.e. spatial arrangements of objects
described. We investigate the question of whether two inherently ambiguous
modalities can be used in conjunction to produce metric-scaled reconstructions.
To test this, we focus on monocular depth estimation, the problem of predicting
a dense depth map from a single image, but with an additional text caption
describing the scene. To this end, we begin by encoding the text caption as a
mean and standard deviation; using a variational framework, we learn the
distribution of the plausible metric reconstructions of 3D scenes corresponding
to the text captions as a prior. To ""select"" a specific reconstruction or depth
map, we encode the given image through a conditional sampler that samples from
the latent space of the variational text encoder, which is then decoded to the
output depth map. Our approach is trained alternatingly between the text and
image branches: in one optimization step, we predict the mean and standard
deviation from the text description and sample from a standard Gaussian, and in
the other, we sample using a (image) conditional sampler. Once trained, we
directly predict depth from the encoded text using the conditional sampler. We
demonstrate our approach on indoor (NYUv2) and outdoor (KITTI) scenarios, where
we show that language can consistently improve performance in both."
66,SpikeExplorer: hardware-oriented Design Space Exploration for Spiking Neural Networks on FPGA,"One of today's main concerns is to bring Artificial Intelligence power to
embedded systems for edge applications. The hardware resources and power
consumption required by state-of-the-art models are incompatible with the
constrained environments observed in edge systems, such as IoT nodes and
wearable devices. Spiking Neural Networks (SNNs) can represent a solution in
this sense: inspired by neuroscience, they reach unparalleled power and
resource efficiency when run on dedicated hardware accelerators. However, when
designing such accelerators, the amount of choices that can be taken is huge.
This paper presents SpikExplorer, a modular and flexible Python tool for
hardware-oriented Automatic Design Space Exploration to automate the
configuration of FPGA accelerators for SNNs. Using Bayesian optimizations,
SpikerExplorer enables hardware-centric multi-objective optimization,
supporting factors such as accuracy, area, latency, power, and various
combinations during the exploration process. The tool searches the optimal
network architecture, neuron model, and internal and training parameters,
trying to reach the desired constraints imposed by the user. It allows for a
straightforward network configuration, providing the full set of explored
points for the user to pick the trade-off that best fits the needs. The
potential of SpikExplorer is showcased using three benchmark datasets. It
reaches 95.8% accuracy on the MNIST dataset, with a power consumption of
180mW/image and a latency of 0.12 ms/image, making it a powerful tool for
automatically optimizing SNNs."
67,Standardizing Knowledge Engineering Practices with a Reference Architecture,"Knowledge engineering is the process of creating and maintaining
knowledge-producing systems. Throughout the history of computer science and AI,
knowledge engineering workflows have been widely used given the importance of
high-quality knowledge for reliable intelligent agents. Meanwhile, the scope of
knowledge engineering, as apparent from its target tasks and use cases, has
been shifting, together with its paradigms such as expert systems, semantic
web, and language modeling. The intended use cases and supported user
requirements between these paradigms have not been analyzed globally, as new
paradigms often satisfy prior pain points while possibly introducing new ones.
The recent abstraction of systemic patterns into a boxology provides an opening
for aligning the requirements and use cases of knowledge engineering with the
systems, components, and software that can satisfy them best. This paper
proposes a vision of harmonizing the best practices in the field of knowledge
engineering by leveraging the software engineering methodology of creating
reference architectures. We describe how a reference architecture can be
iteratively designed and implemented to associate user needs with recurring
systemic patterns, building on top of existing knowledge engineering workflows
and boxologies. We provide a six-step roadmap that can enable the development
of such an architecture, providing an initial design and outcome of the
definition of architectural scope, selection of information sources, and
analysis. We expect that following through on this vision will lead to
well-grounded reference architectures for knowledge engineering, will advance
the ongoing initiatives of organizing the neurosymbolic knowledge engineering
space, and will build new links to the software architectures and data science
communities."
68,Explaining Explainability: Understanding Concept Activation Vectors,"Recent interpretability methods propose using concept-based explanations to
translate the internal representations of deep learning models into a language
that humans are familiar with: concepts. This requires understanding which
concepts are present in the representation space of a neural network. One
popular method for finding concepts is Concept Activation Vectors (CAVs), which
are learnt using a probe dataset of concept exemplars. In this work, we
investigate three properties of CAVs. CAVs may be: (1) inconsistent between
layers, (2) entangled with different concepts, and (3) spatially dependent.
Each property provides both challenges and opportunities in interpreting
models. We introduce tools designed to detect the presence of these properties,
provide insight into how they affect the derived explanations, and provide
recommendations to minimise their impact. Understanding these properties can be
used to our advantage. For example, we introduce spatially dependent CAVs to
test if a model is translation invariant with respect to a specific concept and
class. Our experiments are performed on ImageNet and a new synthetic dataset,
Elements. Elements is designed to capture a known ground truth relationship
between concepts and classes. We release this dataset to facilitate further
research in understanding and evaluating interpretability methods."
69,Unveiling LLMs: The Evolution of Latent Representations in a Temporal Knowledge Graph,"Large Language Models (LLMs) demonstrate an impressive capacity to recall a
vast range of common factual knowledge information. However, unravelling the
underlying reasoning of LLMs and explaining their internal mechanisms of
exploiting this factual knowledge remain active areas of investigation. Our
work analyzes the factual knowledge encoded in the latent representation of
LLMs when prompted to assess the truthfulness of factual claims. We propose an
end-to-end framework that jointly decodes the factual knowledge embedded in the
latent space of LLMs from a vector space to a set of ground predicates and
represents its evolution across the layers using a temporal knowledge graph.
Our framework relies on the technique of activation patching which intervenes
in the inference computation of a model by dynamically altering its latent
representations. Consequently, we neither rely on external models nor training
processes. We showcase our framework with local and global interpretability
analyses using two claim verification datasets: FEVER and CLIMATE-FEVER. The
local interpretability analysis exposes different latent errors from
representation to multi-hop reasoning errors. On the other hand, the global
analysis uncovered patterns in the underlying evolution of the model's factual
knowledge (e.g., store-and-seek factual information). By enabling graph-based
analyses of the latent representations, this work represents a step towards the
mechanistic interpretability of LLMs."
70,InsectMamba: Insect Pest Classification with State Space Model,"The classification of insect pests is a critical task in agricultural
technology, vital for ensuring food security and environmental sustainability.
However, the complexity of pest identification, due to factors like high
camouflage and species diversity, poses significant obstacles. Existing methods
struggle with the fine-grained feature extraction needed to distinguish between
closely related pest species. Although recent advancements have utilized
modified network structures and combined deep learning approaches to improve
accuracy, challenges persist due to the similarity between pests and their
surroundings. To address this problem, we introduce InsectMamba, a novel
approach that integrates State Space Models (SSMs), Convolutional Neural
Networks (CNNs), Multi-Head Self-Attention mechanism (MSA), and Multilayer
Perceptrons (MLPs) within Mix-SSM blocks. This integration facilitates the
extraction of comprehensive visual features by leveraging the strengths of each
encoding strategy. A selective module is also proposed to adaptively aggregate
these features, enhancing the model's ability to discern pest characteristics.
InsectMamba was evaluated against strong competitors across five insect pest
classification datasets. The results demonstrate its superior performance and
verify the significance of each model component by an ablation study."
71,Sailor: Open Language Models for South-East Asia,"We present Sailor, a family of open language models ranging from 0.5B to 7B
parameters, tailored for South-East Asian (SEA) languages. These models are
continually pre-trained from Qwen1.5, a great language model for multilingual
use cases. From Qwen1.5, Sailor models accept 200B to 400B tokens, primarily
covering the languages of English, Chinese, Vietnamese, Thai, Indonesian,
Malay, and Lao. The training leverages several techniques, including BPE
dropout for improving the model robustness, aggressive data cleaning and
deduplication, and small proxy models to optimize data mixture. Experimental
results on four typical tasks indicate that Sailor models demonstrate strong
performance across different benchmarks, including commonsense reasoning,
question answering, reading comprehension and examination. Embracing the
open-source spirit, we share our insights through this report to spark a wider
interest in developing large language models for multilingual use cases."
72,Analyzing Musical Characteristics of National Anthems in Relation to Global Indices,"Music plays a huge part in shaping peoples' psychology and behavioral
patterns. This paper investigates the connection between national anthems and
different global indices with computational music analysis and statistical
correlation analysis. We analyze national anthem musical data to determine
whether certain musical characteristics are associated with peace, happiness,
suicide rate, crime rate, etc. To achieve this, we collect national anthems
from 169 countries and use computational music analysis techniques to extract
pitch, tempo, beat, and other pertinent audio features. We then compare these
musical characteristics with data on different global indices to ascertain
whether a significant correlation exists. Our findings indicate that there may
be a correlation between the musical characteristics of national anthems and
the indices we investigated. The implications of our findings for music
psychology and policymakers interested in promoting social well-being are
discussed. This paper emphasizes the potential of musical data analysis in
social research and offers a novel perspective on the relationship between
music and social indices. The source code and data are made open-access for
reproducibility and future research endeavors. It can be accessed at
http://bit.ly/na_code."
73,Intent Detection and Entity Extraction from BioMedical Literature,"Biomedical queries have become increasingly prevalent in web searches,
reflecting the growing interest in accessing biomedical literature. Despite
recent research on large-language models (LLMs) motivated by endeavours to
attain generalized intelligence, their efficacy in replacing task and
domain-specific natural language understanding approaches remains questionable.
In this paper, we address this question by conducting a comprehensive empirical
evaluation of intent detection and named entity recognition (NER) tasks from
biomedical text. We show that Supervised Fine Tuned approaches are still
relevant and more effective than general-purpose LLMs. Biomedical transformer
models such as PubMedBERT can surpass ChatGPT on NER task with only 5
supervised examples."
74,Laser Learning Environment: A new environment for coordination-critical multi-agent tasks,"We introduce the Laser Learning Environment (LLE), a collaborative
multi-agent reinforcement learning environment in which coordination is
central. In LLE, agents depend on each other to make progress
(interdependence), must jointly take specific sequences of actions to succeed
(perfect coordination), and accomplishing those joint actions does not yield
any intermediate reward (zero-incentive dynamics). The challenge of such
problems lies in the difficulty of escaping state space bottlenecks caused by
interdependence steps since escaping those bottlenecks is not rewarded. We test
multiple state-of-the-art value-based MARL algorithms against LLE and show that
they consistently fail at the collaborative task because of their inability to
escape state space bottlenecks, even though they successfully achieve perfect
coordination. We show that Q-learning extensions such as prioritized experience
replay and n-steps return hinder exploration in environments with
zero-incentive dynamics, and find that intrinsic curiosity with random network
distillation is not sufficient to escape those bottlenecks. We demonstrate the
need for novel methods to solve this problem and the relevance of LLE as
cooperative MARL benchmark."
75,ReFT: Representation Finetuning for Language Models,"Parameter-efficient fine-tuning (PEFT) methods seek to adapt large models via
updates to a small number of weights. However, much prior interpretability work
has shown that representations encode rich semantic information, suggesting
that editing representations might be a more powerful alternative. Here, we
pursue this hypothesis by developing a family of $\textbf{Representation
Finetuning (ReFT)}$ methods. ReFT methods operate on a frozen base model and
learn task-specific interventions on hidden representations. We define a strong
instance of the ReFT family, Low-rank Linear Subspace ReFT (LoReFT). LoReFT is
a drop-in replacement for existing PEFTs and learns interventions that are
10x-50x more parameter-efficient than prior state-of-the-art PEFTs. We showcase
LoReFT on eight commonsense reasoning tasks, four arithmetic reasoning tasks,
Alpaca-Eval v1.0, and GLUE. In all these evaluations, LoReFT delivers the best
balance of efficiency and performance, and almost always outperforms
state-of-the-art PEFTs. We release a generic ReFT training library publicly at
https://github.com/stanfordnlp/pyreft."
76,SemGrasp: Semantic Grasp Generation via Language Aligned Discretization,"Generating natural human grasps necessitates consideration of not just object
geometry but also semantic information. Solely depending on object shape for
grasp generation confines the applications of prior methods in downstream
tasks. This paper presents a novel semantic-based grasp generation method,
termed SemGrasp, which generates a static human grasp pose by incorporating
semantic information into the grasp representation. We introduce a discrete
representation that aligns the grasp space with semantic space, enabling the
generation of grasp postures in accordance with language instructions. A
Multimodal Large Language Model (MLLM) is subsequently fine-tuned, integrating
object, grasp, and language within a unified semantic space. To facilitate the
training of SemGrasp, we have compiled a large-scale, grasp-text-aligned
dataset named CapGrasp, featuring about 260k detailed captions and 50k diverse
grasps. Experimental findings demonstrate that SemGrasp efficiently generates
natural human grasps in alignment with linguistic intentions. Our code, models,
and dataset are available publicly at: https://kailinli.github.io/SemGrasp."
77,Anticipate & Collab: Data-driven Task Anticipation and Knowledge-driven Planning for Human-robot Collaboration,"An agent assisting humans in daily living activities can collaborate more
effectively by anticipating upcoming tasks. Data-driven methods represent the
state of the art in task anticipation, planning, and related problems, but
these methods are resource-hungry and opaque. Our prior work introduced a proof
of concept framework that used an LLM to anticipate 3 high-level tasks that
served as goals for a classical planning system that computed a sequence of
low-level actions for the agent to achieve these goals. This paper describes
DaTAPlan, our framework that significantly extends our prior work toward
human-robot collaboration. Specifically, DaTAPlan planner computes actions for
an agent and a human to collaboratively and jointly achieve the tasks
anticipated by the LLM, and the agent automatically adapts to unexpected
changes in human action outcomes and preferences. We evaluate DaTAPlan
capabilities in a realistic simulation environment, demonstrating accurate task
anticipation, effective human-robot collaboration, and the ability to adapt to
unexpected changes. Project website: https://dataplan-hrc.github.io"
78,TinyVQA: Compact Multimodal Deep Neural Network for Visual Question Answering on Resource-Constrained Devices,"Traditional machine learning models often require powerful hardware, making
them unsuitable for deployment on resource-limited devices. Tiny Machine
Learning (tinyML) has emerged as a promising approach for running machine
learning models on these devices, but integrating multiple data modalities into
tinyML models still remains a challenge due to increased complexity, latency,
and power consumption. This paper proposes TinyVQA, a novel multimodal deep
neural network for visual question answering tasks that can be deployed on
resource-constrained tinyML hardware. TinyVQA leverages a supervised
attention-based model to learn how to answer questions about images using both
vision and language modalities. Distilled knowledge from the supervised
attention-based VQA model trains the memory aware compact TinyVQA model and low
bit-width quantization technique is employed to further compress the model for
deployment on tinyML devices. The TinyVQA model was evaluated on the FloodNet
dataset, which is used for post-disaster damage assessment. The compact model
achieved an accuracy of 79.5%, demonstrating the effectiveness of TinyVQA for
real-world applications. Additionally, the model was deployed on a Crazyflie
2.0 drone, equipped with an AI deck and GAP8 microprocessor. The TinyVQA model
achieved low latencies of 56 ms and consumes 693 mW power while deployed on the
tiny drone, showcasing its suitability for resource-constrained embedded
systems."
79,Alzheimer's disease detection in PSG signals,"Alzheimer's disease (AD) and sleep disorders exhibit a close association,
where disruptions in sleep patterns often precede the onset of Mild Cognitive
Impairment (MCI) and early-stage AD. This study delves into the potential of
utilizing sleep-related electroencephalography (EEG) signals acquired through
polysomnography (PSG) for the early detection of AD. Our primary focus is on
exploring semi-supervised Deep Learning techniques for the classification of
EEG signals due to the clinical scenario characterized by the limited data
availability. The methodology entails testing and comparing the performance of
semi-supervised SMATE and TapNet models, benchmarked against the supervised XCM
model, and unsupervised Hidden Markov Models (HMMs). The study highlights the
significance of spatial and temporal analysis capabilities, conducting
independent analyses of each sleep stage. Results demonstrate the effectiveness
of SMATE in leveraging limited labeled data, achieving stable metrics across
all sleep stages, and reaching 90% accuracy in its supervised form. Comparative
analyses reveal SMATE's superior performance over TapNet and HMM, while XCM
excels in supervised scenarios with an accuracy range of 92 - 94%. These
findings underscore the potential of semi-supervised models in early AD
detection, particularly in overcoming the challenges associated with the
scarcity of labeled data. Ablation tests affirm the critical role of
spatio-temporal feature extraction in semi-supervised predictive performance,
and t-SNE visualizations validate the model's proficiency in distinguishing AD
patterns. Overall, this research contributes to the advancement of AD detection
through innovative Deep Learning approaches, highlighting the crucial role of
semi-supervised learning in addressing data limitations."
80,CodeEditorBench: Evaluating Code Editing Capability of Large Language Models,"Large Language Models (LLMs) for code are rapidly evolving, with code editing
emerging as a critical capability. We introduce CodeEditorBench, an evaluation
framework designed to rigorously assess the performance of LLMs in code editing
tasks, including debugging, translating, polishing, and requirement switching.
Unlike existing benchmarks focusing solely on code generation, CodeEditorBench
emphasizes real-world scenarios and practical aspects of software development.
We curate diverse coding challenges and scenarios from five sources, covering
various programming languages, complexity levels, and editing tasks. Evaluation
of 19 LLMs reveals that closed-source models (particularly Gemini-Ultra and
GPT-4), outperform open-source models in CodeEditorBench, highlighting
differences in model performance based on problem types and prompt
sensitivities. CodeEditorBench aims to catalyze advancements in LLMs by
providing a robust platform for assessing code editing capabilities. We will
release all prompts and datasets to enable the community to expand the dataset
and benchmark emerging LLMs. By introducing CodeEditorBench, we contribute to
the advancement of LLMs in code editing and provide a valuable resource for
researchers and practitioners."
81,AMC-backed Twin Arrow Antenna for Wearable Electronic Travel Aid System at 24 GHz,"An ultra-compact wearable antenna, for electronic travel aid (ETA)
applications, is presented. An AMC-backed twin arrow antenna, operative in the
24.05-24.25 GHz frequency band, has been designed for imaging systems
supporting ETA. Artificial Magnetic Conductor (AMC) is combined with the
antenna with the aim of reducing the backward radiation to the wearing person
while improving its radiation properties and bandwidth, all this without
increasing the initial area of the antenna. Prototypes of the AMC-antenna have
been fabricated and measured. In order to test its performance for the
application, imaging have been conducted by means of synthetic aperture radar
(SAR) techniques by placing the antenna in the arm of a user to take advantage
of natural body movement. Electromagnetic images have been obtained and the
target has been identified, demonstrating the suitability of the AMC-antenna
for the ETA system."
82,Integrating Generative AI into Financial Market Prediction for Improved Decision Making,"This study provides an in-depth analysis of the model architecture and key
technologies of generative artificial intelligence, combined with specific
application cases, and uses conditional generative adversarial networks ( cGAN
) and time series analysis methods to simulate and predict dynamic changes in
financial markets. The research results show that the cGAN model can
effectively capture the complexity of financial market data, and the deviation
between the prediction results and the actual market performance is minimal,
showing a high degree of accuracy."
83,Learn When (not) to Trust Language Models: A Privacy-Centric Adaptive Model-Aware Approach,"Retrieval-augmented large language models (LLMs) have been remarkably
competent in various NLP tasks. Despite their great success, the knowledge
provided by the retrieval process is not always useful for improving the model
prediction, since in some samples LLMs may already be quite knowledgeable and
thus be able to answer the question correctly without retrieval. Aiming to save
the cost of retrieval, previous work has proposed to determine when to do/skip
the retrieval in a data-aware manner by analyzing the LLMs' pretraining data.
However, these data-aware methods pose privacy risks and memory limitations,
especially when requiring access to sensitive or extensive pretraining data.
Moreover, these methods offer limited adaptability under fine-tuning or
continual learning settings. We hypothesize that token embeddings are able to
capture the model's intrinsic knowledge, which offers a safer and more
straightforward way to judge the need for retrieval without the privacy risks
associated with accessing pre-training data. Moreover, it alleviates the need
to retain all the data utilized during model pre-training, necessitating only
the upkeep of the token embeddings. Extensive experiments and in-depth analyses
demonstrate the superiority of our model-aware approach."
84,Privacy-Enhancing Technologies for Artificial Intelligence-Enabled Systems,"Artificial intelligence (AI) models introduce privacy vulnerabilities to
systems. These vulnerabilities may impact model owners or system users; they
exist during model development, deployment, and inference phases, and threats
can be internal or external to the system. In this paper, we investigate
potential threats and propose the use of several privacy-enhancing technologies
(PETs) to defend AI-enabled systems. We then provide a framework for PETs
evaluation for a AI-enabled systems and discuss the impact PETs may have on
system-level variables."
85,AI and the Problem of Knowledge Collapse,"While artificial intelligence has the potential to process vast amounts of
data, generate new insights, and unlock greater productivity, its widespread
adoption may entail unforeseen consequences. We identify conditions under which
AI, by reducing the cost of access to certain modes of knowledge, can
paradoxically harm public understanding. While large language models are
trained on vast amounts of diverse data, they naturally generate output towards
the 'center' of the distribution. This is generally useful, but widespread
reliance on recursive AI systems could lead to a process we define as
""knowledge collapse"", and argue this could harm innovation and the richness of
human understanding and culture. However, unlike AI models that cannot choose
what data they are trained on, humans may strategically seek out diverse forms
of knowledge if they perceive them to be worthwhile. To investigate this, we
provide a simple model in which a community of learners or innovators choose to
use traditional methods or to rely on a discounted AI-assisted process and
identify conditions under which knowledge collapse occurs. In our default
model, a 20% discount on AI-generated content generates public beliefs 2.3
times further from the truth than when there is no discount. Finally, based on
the results, we consider further research directions to counteract such
outcomes."
86,Comprehensible Artificial Intelligence on Knowledge Graphs: A survey,"Artificial Intelligence applications gradually move outside the safe walls of
research labs and invade our daily lives. This is also true for Machine
Learning methods on Knowledge Graphs, which has led to a steady increase in
their application since the beginning of the 21st century. However, in many
applications, users require an explanation of the Artificial Intelligences
decision. This led to increased demand for Comprehensible Artificial
Intelligence. Knowledge Graphs epitomize fertile soil for Comprehensible
Artificial Intelligence, due to their ability to display connected data, i.e.
knowledge, in a human- as well as machine-readable way. This survey gives a
short history to Comprehensible Artificial Intelligence on Knowledge Graphs.
Furthermore, we contribute by arguing that the concept Explainable Artificial
Intelligence is overloaded and overlapping with Interpretable Machine Learning.
By introducing the parent concept Comprehensible Artificial Intelligence, we
provide a clear-cut distinction of both concepts while accounting for their
similarities. Thus, we provide in this survey a case for Comprehensible
Artificial Intelligence on Knowledge Graphs consisting of Interpretable Machine
Learning on Knowledge Graphs and Explainable Artificial Intelligence on
Knowledge Graphs. This leads to the introduction of a novel taxonomy for
Comprehensible Artificial Intelligence on Knowledge Graphs. In addition, a
comprehensive overview of the research on Comprehensible Artificial
Intelligence on Knowledge Graphs is presented and put into the context of the
taxonomy. Finally, research gaps in the field of Comprehensible Artificial
Intelligence on Knowledge Graphs are identified for future research."
87,A Methodology to Study the Impact of Spiking Neural Network Parameters considering Event-Based Automotive Data,"Autonomous Driving (AD) systems are considered as the future of human
mobility and transportation. Solving computer vision tasks such as image
classification and object detection/segmentation, with high accuracy and low
power/energy consumption, is highly needed to realize AD systems in real life.
These requirements can potentially be satisfied by Spiking Neural Networks
(SNNs). However, the state-of-the-art works in SNN-based AD systems still focus
on proposing network models that can achieve high accuracy, and they have not
systematically studied the roles of SNN parameters when used for learning
event-based automotive data. Therefore, we still lack understanding of how to
effectively develop SNN models for AD systems. Toward this, we propose a novel
methodology to systematically study and analyze the impact of SNN parameters
considering event-based automotive data, then leverage this analysis for
enhancing SNN developments. To do this, we first explore different settings of
SNN parameters that directly affect the learning mechanism (i.e., batch size,
learning rate, neuron threshold potential, and weight decay), then analyze the
accuracy results. Afterward, we propose techniques that jointly improve SNN
accuracy and reduce training time. Experimental results show that our
methodology can improve the SNN models for AD systems than the
state-of-the-art, as it achieves higher accuracy (i.e., 86%) for the NCARS
dataset, and it can also achieve iso-accuracy (i.e., ~85% with standard
deviation less than 0.5%) while speeding up the training time by 1.9x. In this
manner, our research work provides a set of guidelines for SNN parameter
enhancements, thereby enabling the practical developments of SNN-based AD
systems."
88,A Cause-Effect Look at Alleviating Hallucination of Knowledge-grounded Dialogue Generation,"Empowered by the large-scale pretrained language models, existing dialogue
systems have demonstrated impressive performance conducting fluent and
natural-sounding conversations. However, they are still plagued by the
hallucination problem, causing unpredictable factual errors in the generated
responses. Recently, knowledge-grounded dialogue generation models, that
intentionally invoke external knowledge resources to more informative
responses, are also proven to be effective in reducing hallucination. Following
the idea of getting high-quality knowledge, a few efforts have achieved pretty
good performance on this issue. As some inevitable knowledge noises may also
lead to hallucinations, it is emergent to investigate the reason and future
directions for building noise-tolerant methods in KGD tasks. In this paper, we
analyze the causal story behind this problem with counterfactual reasoning
methods. Based on the causal effect analysis, we propose a possible solution
for alleviating the hallucination in KGD by exploiting the dialogue-knowledge
interaction. Experimental results of our example implementation show that this
method can reduce hallucination without disrupting other dialogue performance,
while keeping adaptive to different generation models. We hope our efforts can
support and call for more attention to developing lightweight techniques
towards robust and trusty dialogue systems."
89,Generative AI and Teachers -- For Us or Against Us? A Case Study,"We present insightful results of a survey on the adoption of generative
artificial intelligence (GenAI) by university teachers in their teaching
activities. The transformation of education by GenAI, particularly large
language models (LLMs), has been presenting both opportunities and challenges,
including cheating by students. We prepared the online survey according to best
practices and the questions were created by the authors, who have pedagogy
experience. The survey contained 12 questions and a pilot study was first
conducted. The survey was then sent to all teachers in multiple departments
across different campuses of the university of interest in Sweden: Lule{\aa}
University of Technology. The survey was available in both Swedish and English.
The results show that 35 teachers (more than half) use GenAI out of 67
respondents. Preparation is the teaching activity with the most frequency that
GenAI is used for and ChatGPT is the most commonly used GenAI. 59% say it has
impacted their teaching, however, 55% say there should be legislation around
the use of GenAI, especially as inaccuracies and cheating are the biggest
concerns."
90,Performance of computer vision algorithms for fine-grained classification using crowdsourced insect images,"With fine-grained classification, we identify unique characteristics to
distinguish among classes of the same super-class. We are focusing on species
recognition in Insecta, as they are critical for biodiversity monitoring and at
the base of many ecosystems. With citizen science campaigns, billions of images
are collected in the wild. Once these are labelled, experts can use them to
create distribution maps. However, the labelling process is time-consuming,
which is where computer vision comes in. The field of computer vision offers a
wide range of algorithms, each with its strengths and weaknesses; how do we
identify the algorithm that is in line with our application? To answer this
question, we provide a full and detailed evaluation of nine algorithms among
deep convolutional networks (CNN), vision transformers (ViT), and
locality-based vision transformers (LBVT) on 4 different aspects:
classification performance, embedding quality, computational cost, and gradient
activity. We offer insights that we haven't yet had in this domain proving to
which extent these algorithms solve the fine-grained tasks in Insecta. We found
that the ViT performs the best on inference speed and computational cost while
the LBVT outperforms the others on performance and embedding quality; the CNN
provide a trade-off among the metrics."
91,Reevaluating Bias Detection in Language Models: The Role of Implicit Norm,"Large language models (LLMs), trained on vast datasets, can carry biases that
manifest in various forms, from overt discrimination to implicit stereotypes.
One facet of bias is performance disparities in LLMs, often harming
underprivileged groups, such as racial minorities. A common approach to
quantifying bias is to use template-based bias probes, which explicitly state
group membership (e.g. White) and evaluate if the outcome of a task, sentiment
analysis for instance, is invariant to the change of group membership (e.g.
change White race to Black). This approach is widely used in bias
quantification. However, in this work, we find evidence of an unexpectedly
overlooked consequence of using template-based probes for LLM bias
quantification. We find that in doing so, text examples associated with White
ethnicities appear to be classified as exhibiting negative sentiment at
elevated rates. We hypothesize that the scenario arises artificially through a
mismatch between the pre-training text of LLMs and the templates used to
measure bias through reporting bias, unstated norms that imply group membership
without explicit statement. Our finding highlights the potential misleading
impact of varying group membership through explicit mention in bias
quantification"
